,source_id,Teff_ms_med,Teff_ms_errp,Teff_ms_errm,R_ms_med,R_ms_errp,R_ms_errm,Teff_wd_med,Teff_wd_errp,Teff_wd_errm,R_wd_med,R_wd_errp,R_wd_errm,M_ms_fromR_med,M_wd_fromR_med,EBV_fixed,parallax,ztf_period_hr,reference,tau_cool,tau_cool_high,tau_cool_low,M_wd_fromR_errm,M_wd_fromR_errp,M_ms_fromR_errm,M_ms_fromR_errp,has_real_EBV,has_galex,ref_letter,P_RL_days,t_to_roche_RVJ_Gyr,t_to_roche_SAT_Gyr
12,1245093225062192640,3139.6248034850887,17.899786189442693,16.540878423788854,0.2556947179867881,0.003254682569339,0.0035281838225486,14353.5746085774,271.12166088930644,262.27171484978135,0.0130743540774854,0.0003268472329325,0.0003165135538144,0.2450565639709311,0.6203528701571608,0.01237204321,5.989087,5.962363821,RebassaMansergas10,0.27938681027981543,0.22912696553270243,0.25997509304728883,0.019782097113399955,0.020419609624823587,0.003959228904941436,0.003652313471475377,True,True,(h),0.0969713394334371,0.8109905835402361,3.3769476478854896
13,3070875851133903232,3049.8087585155113,18.168637983703775,17.816165763572826,0.2562893710629863,0.0042526496521049,0.0035892564244881,12276.321734313926,196.50411993482157,147.90692567444057,0.0134763179023649,0.0001604586681464,0.0002411988635825,0.2457237075386911,0.5957601165352794,0.01353961625,5.9092,10.05014987,,0.32377408763678933,0.31622776601683794,0.31622776601683794,0.014544943540816702,0.008914370452577813,0.004027762865488921,0.004772204134488783,True,True,--,0.09704910264456057,4.6055709727929415,7.867210611383958
30,1702389319463842560,2774.423804898645,22.86456783573658,23.311429491997387,0.2208363109136042,0.0031589893478304,0.0037791608478208,11747.92651909565,322.8396306463783,242.63026698878275,0.0127389749846145,0.0001849367686998,0.0001847456393585,0.2059487833303022,,0.01549454201,5.797777,4.84290254,Kosakowski22,0.4847699880039337,0.41966060206296146,0.45514104872204986,,,0.004240868281717464,0.003544929222904697,True,False,(j),0.08531849623663289,0.748189353791753,2.776349729286187
31,277674209829749504,3228.8244166150344,17.793891193495256,23.08462632849205,0.2802792299270261,0.0038845065289367,0.0033870344349794,12693.321297074695,1088.5536572594065,1653.8327393438904,0.0103080293121583,0.0022111356613895,0.0009444884264379,0.2742000582351118,,0.01749508636,5.784171,36.13576116,,0.7079457843841372,0.5623413251903491,0.94265928229725,,,0.004262618868702772,0.004888692791204352,True,False,--,0.10563088771308154,290.26425856113616,57.57758460462939
14,1088257649525365248,2837.8422378756413,31.438762578505248,35.60803720751164,0.1960007847597986,0.004057165500765,0.0047861033477167,7242.77114744543,169.59506577870707,103.78737260835442,0.0174880027451213,0.0002122024350219,0.0002822165051862,0.1780857112490537,0.4237332418292874,0.00969896598,5.654362,2.372859758,,1.2589254117941662,1.1220184543019653,1.2589254117941662,0.009407216839539989,0.007073414500729958,0.005370830906035018,0.00455283730402592,True,True,--,0.07619494468526078,0.050942414974510374,0.35864651727969515
32,3403911253102717696,2987.0893729681625,48.42092090895267,69.52950608212404,0.245570152649979,0.0114184974715505,0.0086393715973931,14395.652803353409,4511.224780293596,4056.9956662966433,0.0085759622308097,0.0043326277070522,0.0018594592584148,0.233697775273491,,0.04792904388,5.588817,5.423883609,Brown23,0.7047765374702545,0.25307093789771085,1.7409282543231923,,,0.009694860435083635,0.012813517524635859,True,False,(d),0.09421837852493711,0.9575730962594314,4.102091603055355
33,3689071655348536704,3025.8640198724756,34.9525595472046,42.53085562515071,0.3216505283217986,0.0095309923279395,0.0077722458861127,11234.444276995162,1630.9402820062696,1681.358618297243,0.0159852530037389,0.0045552235231793,0.0018630012703384,0.3262882080031781,,0.1001449386,5.508126,3.987143809,,0.39810717055349687,0.2818382931264449,0.6514825786798089,,,0.009781454131139733,0.011994855238247282,True,False,--,0.11556915952650404,0.049014100659535466,0.6851092142744201
34,1486587588165368576,3593.591919957677,21.521888300045703,16.575031873854186,0.1403399528501293,0.0018632072635306,0.0020120822480647,18359.904355188748,292.62701077084785,231.93214938555684,0.011174960050177,0.0001327658896889,0.0001399032122472,0.1170795398608001,,0.01035941561,5.442439,3.015147904,Silvestri07,0.14567342095856287,0.15771300215650574,0.15943044221281474,,,0.0018707843373860084,0.0017323640568219778,True,False,(e),0.0574377660730168,1.079223175190377,1.7563153451961135
15,1128036811987813888,3097.416343592672,16.990927160321917,16.538496578036302,0.2126140954850008,0.0023947367739998,0.0024109181734768,11274.718218487777,138.15985910796553,113.9059903846246,0.0125404448314162,0.0001130627006393,0.000113356591155,0.196724248293841,0.6542539406131217,0.007332546684,5.402314,33.16958126,,0.5011872336272715,0.4778265759561474,0.5296475313023993,0.008096899368214228,0.007598161366597411,0.0027054647376572316,0.002687306425121938,True,True,--,0.08255533177205956,573.7777575336524,53.57954880993238
35,3371642407892051968,3167.912641371194,21.925416134328316,25.20877626908714,0.2386854856602818,0.0035834530504215,0.0036150888200665,10005.59542333914,90.07314196277366,95.13321460004772,0.0190761163632732,0.0001487361555998,0.000127451331305,0.2259738409625632,,0.01716417365,5.387295,6.224543817,Brown23,0.5623413251903491,0.5623413251903491,0.5727201709720806,,,0.004056751255097246,0.004021250481920952,True,False,(d),0.08952168745724214,0.8635653776265733,2.7351393932291455
36,2025873096433233664,3158.6410145731666,74.69985132301099,95.63583232910104,0.2108626046788365,0.0119019275166675,0.0077986080220524,21542.015610783663,2241.8554462131324,2987.70150679944,0.0250156768053361,0.0036500791801152,0.0019124363370658,0.1947592440382608,,0.02832860174,5.219508,3.584815223,Kosakowski22,0.03981071705534969,0.02400066704502568,0.07943282347242822,,,0.008751379137868748,0.013356009158975307,True,False,(j),0.07926007577403003,0.16183893223792986,0.8346245644855474
37,4255627766396363136,2877.3244617730957,107.4727722991297,91.26680110345706,0.2626954225616456,0.0157015299869556,0.0187406063720366,20443.550401867036,8132.781079177283,7713.63340468253,0.0111981782447424,0.0051210641583878,0.0032141047034024,0.2529106812938649,,0.0760184177,5.183778,8.728485666,,0.10662440280328696,0.013868859887922535,0.46784548046966723,,,0.02103018271613155,0.018914618550077644,True,False,--,0.09979383818480102,3.078846425537423,7.288589230106602
16,6765026180753366400,2722.8221311846373,32.57745047563094,15.407029049490577,0.2404923281267187,0.0048420211152161,0.0068281758744885,13880.375304841458,202.11423335631116,209.7602670658198,0.0122557423027054,0.0002300961494232,0.0002305786367888,0.2280009444581772,0.6745898355210417,0.04156956865,5.158108,2.012740526,,0.2901372106689064,0.2629749830633202,0.298677708570748,0.01646990262777137,0.016435439244514294,0.007662387406665833,0.005433580255989112,True,True,--,0.09205980310916896,0.0,0.0
38,2917752153837022080,2863.6120378157607,70.92361619906478,92.0921200878015,0.2369078712281016,0.0194483127347171,0.0120620888152597,13710.173655058252,6589.1137433799795,5144.136662899333,0.0078782035878617,0.0076077561952772,0.0021737217585585,0.2239795285107242,,0.01098257066,5.149148,4.640053737,,0.8927386365581746,0.29891799505642713,3.4875751301813693,,,0.013535737675042542,0.021824350942126036,True,False,--,0.09122351045923918,0.6704665751968292,3.289254126090966
